timestamp,price,symbol,pip_size,epoch
2025-06-29 23:24:50+00:00,96808.1474,R_75,4,1751239490
2025-06-29 23:24:52+00:00,96785.9097,R_75,4,1751239492
2025-06-29 23:24:54+00:00,96790.8309,R_75,4,1751239494
2025-06-29 23:24:56+00:00,96787.3276,R_75,4,1751239496
2025-06-29 23:24:58+00:00,96807.0585,R_75,4,1751239498
2025-06-29 23:25:00+00:00,96803.6223,R_75,4,1751239500
2025-06-29 23:25:02+00:00,96817.395,R_75,4,1751239502
2025-06-29 23:25:04+00:00,96826.9175,R_75,4,1751239504
2025-06-29 23:25:06+00:00,96830.6137,R_75,4,1751239506
2025-06-29 23:25:08+00:00,96804.7918,R_75,4,1751239508
2025-06-29 23:25:10+00:00,96823.1515,R_75,4,1751239510
2025-06-29 23:25:12+00:00,96809.8277,R_75,4,1751239512
2025-06-29 23:25:14+00:00,96782.7199,R_75,4,1751239514
2025-06-29 23:25:16+00:00,96796.7512,R_75,4,1751239516
2025-06-29 23:25:18+00:00,96808.3355,R_75,4,1751239518
2025-06-29 23:25:20+00:00,96810.6219,R_75,4,1751239520
2025-06-29 23:25:22+00:00,96789.5886,R_75,4,1751239522
2025-06-29 23:25:24+00:00,96814.3263,R_75,4,1751239524
2025-06-29 23:25:26+00:00,96834.0322,R_75,4,1751239526
2025-06-29 23:25:28+00:00,96848.7192,R_75,4,1751239528
2025-06-29 23:25:30+00:00,96899.1275,R_75,4,1751239530
2025-06-29 23:25:32+00:00,96873.1789,R_75,4,1751239532
2025-06-29 23:25:34+00:00,96862.9845,R_75,4,1751239534
2025-06-29 23:25:36+00:00,96868.5814,R_75,4,1751239536
2025-06-29 23:25:38+00:00,96874.8779,R_75,4,1751239538
2025-06-29 23:25:40+00:00,96886.2685,R_75,4,1751239540
2025-06-29 23:25:42+00:00,96883.7744,R_75,4,1751239542
2025-06-29 23:25:44+00:00,96887.8514,R_75,4,1751239544
2025-06-29 23:25:46+00:00,96923.2511,R_75,4,1751239546
2025-06-29 23:25:48+00:00,96912.4061,R_75,4,1751239548
2025-06-29 23:25:50+00:00,96895.6317,R_75,4,1751239550
2025-06-29 23:25:52+00:00,96914.8814,R_75,4,1751239552
2025-06-29 23:25:54+00:00,96943.3901,R_75,4,1751239554
2025-06-29 23:25:56+00:00,96948.9473,R_75,4,1751239556
2025-06-29 23:25:58+00:00,96924.0779,R_75,4,1751239558
2025-06-29 23:26:00+00:00,96927.8677,R_75,4,1751239560
